GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0010759,0.000000000277489620,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of macrophage chemotaxis,other biological processes,P
GO:0010803,0.000024927575854028,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,regulation of tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0010803,0.000024927575854028,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,regulation of tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0010803,0.000024927575854028,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,regulation of tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0010977,0.00045,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,negative regulation of neuron projection development,developmental processes,P
GO:0010977,0.00045,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,negative regulation of neuron projection development,developmental processes,P
GO:0010977,0.00045,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,negative regulation of neuron projection development,cell organization and biogenesis,P
GO:0010977,0.00045,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,negative regulation of neuron projection development,cell organization and biogenesis,P
GO:0014719,0.00148,LOC105332012,0.0307278530714558,1.77107114017598,multiple epidermal growth factor-like domains protein 11,105332012,NC_047560.1,17105438,17120910,satellite cell activation,other biological processes,P
GO:0014719,0.00148,LOC117684731,0.00302463221449865,2.1464345111527,cell death abnormality protein 1-like,117684731,NC_047568.1,38220698,38236472,satellite cell activation,other biological processes,P
GO:0014719,0.00148,LOC105336491,0.000453705481011842,1.82297997309372,multiple epidermal growth factor-like domains protein 6 isoform X3,105336491,NC_047560.1,66266094,66285115,satellite cell activation,other biological processes,P
GO:0014816,0.00171,LOC105336491,0.000453705481011842,1.82297997309372,multiple epidermal growth factor-like domains protein 6 isoform X3,105336491,NC_047560.1,66266094,66285115,satellite cell differentiation,other biological processes,P
GO:0014816,0.00171,LOC105332012,0.0307278530714558,1.77107114017598,multiple epidermal growth factor-like domains protein 11,105332012,NC_047560.1,17105438,17120910,satellite cell differentiation,other biological processes,P
GO:0014816,0.00171,LOC117684731,0.00302463221449865,2.1464345111527,cell death abnormality protein 1-like,117684731,NC_047568.1,38220698,38236472,satellite cell differentiation,other biological processes,P
GO:0014841,0.00161,LOC105332012,0.0307278530714558,1.77107114017598,multiple epidermal growth factor-like domains protein 11,105332012,NC_047560.1,17105438,17120910,satellite cell proliferation,cell cycle and proliferation,P
GO:0014841,0.00161,LOC105336491,0.000453705481011842,1.82297997309372,multiple epidermal growth factor-like domains protein 6 isoform X3,105336491,NC_047560.1,66266094,66285115,satellite cell proliferation,cell cycle and proliferation,P
GO:0014841,0.00161,LOC117684731,0.00302463221449865,2.1464345111527,cell death abnormality protein 1-like,117684731,NC_047568.1,38220698,38236472,satellite cell proliferation,cell cycle and proliferation,P
GO:0016485,0.00439,LOC117687051,0.000498801040378888,2.28579185783585,uncharacterized protein LOC117687051 isoform X2,117687051,NC_047560.1,60456579,60462499,protein processing,protein metabolism,P
GO:0016579,0.00867,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,protein deubiquitination,protein metabolism,P
GO:0016579,0.00867,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,protein deubiquitination,protein metabolism,P
GO:0016579,0.00867,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,protein deubiquitination,protein metabolism,P
GO:0019441,0.000000548534146083,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14396996,tryptophan catabolic process to kynurenine,other metabolic processes,P
GO:0019441,0.000000548534146083,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14433366,tryptophan catabolic process to kynurenine,other metabolic processes,P
GO:0019441,0.000000548534146083,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14433330,tryptophan catabolic process to kynurenine,other metabolic processes,P
GO:0019441,0.000000548534146083,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14292197,14396996,tryptophan catabolic process to kynurenine,other metabolic processes,P
GO:0019442,0.000000000804172211,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14433366,tryptophan catabolic process to acetyl-CoA,other metabolic processes,P
GO:0019442,0.000000000804172211,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14433330,tryptophan catabolic process to acetyl-CoA,other metabolic processes,P
GO:0019442,0.000000000804172211,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14290070,14396996,tryptophan catabolic process to acetyl-CoA,other metabolic processes,P
GO:0019442,0.000000000804172211,LOC117690682,0.0000000460103730173197,3.58113245868287,uncharacterized protein LOC117690682,117690682,NC_047563.1,14292197,14396996,tryptophan catabolic process to acetyl-CoA,other metabolic processes,P
GO:0030103,0.000000000007863271,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,vasopressin secretion,cell-cell signaling,P
GO:0030103,0.000000000007863271,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,vasopressin secretion,transport,P
GO:0030103,0.000000000007863271,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,vasopressin secretion,transport,P
GO:0030103,0.000000000007863271,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,vasopressin secretion,cell-cell signaling,P
GO:0030154,0.00029,LOC105322460,0.00842070424494436,-1.57220128114988,uncharacterized protein LOC105322460 isoform X1,105322460,NC_047564.1,35666311,35673535,cell differentiation,other biological processes,P
GO:0030154,0.00029,LOC105322460,0.00842070424494436,-1.57220128114988,uncharacterized protein LOC105322460 isoform X1,105322460,NC_047564.1,35666325,35673535,cell differentiation,other biological processes,P
GO:0030154,0.00029,LOC105334570,0.00419138612381265,-1.83466925912946,NT-3 growth factor receptor,105334570,NC_047561.1,48632137,48658099,cell differentiation,other biological processes,P
GO:0030206,0.00332,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005984,chondroitin sulfate biosynthetic process,other metabolic processes,P
GO:0030206,0.00332,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005782,chondroitin sulfate biosynthetic process,other metabolic processes,P
GO:0030207,0.00234,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005782,chondroitin sulfate catabolic process,other metabolic processes,P
GO:0030207,0.00234,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005984,chondroitin sulfate catabolic process,other metabolic processes,P
GO:0030208,0.00011,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005782,dermatan sulfate biosynthetic process,other metabolic processes,P
GO:0030208,0.00011,LOC117691676,0.00463941630002212,3.15393166535668,C-type lectin mannose-binding isoform-like isoform X1,117691676,NC_047563.1,9002964,9005984,dermatan sulfate biosynthetic process,other metabolic processes,P
GO:0030238,0.000004375645698641,LOC105322460,0.00842070424494436,-1.57220128114988,uncharacterized protein LOC105322460 isoform X1,105322460,NC_047564.1,35666325,35673535,male sex determination,developmental processes,P
GO:0030238,0.000004375645698641,LOC105322460,0.00842070424494436,-1.57220128114988,uncharacterized protein LOC105322460 isoform X1,105322460,NC_047564.1,35666311,35673535,male sex determination,developmental processes,P
GO:0030308,0.00071,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926857,negative regulation of cell growth,other biological processes,P
GO:0030308,0.00071,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926866,negative regulation of cell growth,other biological processes,P
GO:0030308,0.00071,LOC105322860,0.00000466110570701101,1.61629867426826,protein l(2)37Cc,105322860,NC_047565.1,30828221,30832444,negative regulation of cell growth,other biological processes,P
GO:0030308,0.00071,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926865,negative regulation of cell growth,other biological processes,P
GO:0031110,0.000000689959039493,LOC105317176,0.00000731553027976397,2.65141324743323,spindle and kinetochore-associated protein 1,105317176,NC_047561.1,17822789,17833610,regulation of microtubule polymerization or depolymerization,cell organization and biogenesis,P
GO:0031110,0.000000689959039493,LOC105317176,0.00000731553027976397,2.65141324743323,spindle and kinetochore-associated protein 1,105317176,NC_047561.1,17822789,17833654,regulation of microtubule polymerization or depolymerization,cell organization and biogenesis,P
GO:0031117,0.000000000035232065,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of microtubule depolymerization,cell organization and biogenesis,P
GO:0031117,0.000000000035232065,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of microtubule depolymerization,protein metabolism,P
GO:0031117,0.000000000035232065,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of microtubule depolymerization,cell organization and biogenesis,P
GO:0031117,0.000000000035232065,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of microtubule depolymerization,protein metabolism,P
GO:0031532,0.000039151429319129,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0031532,0.000039151429319129,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,actin cytoskeleton reorganization,cell organization and biogenesis,P
GO:0032092,0.00575,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926865,positive regulation of protein binding,other biological processes,P
GO:0032092,0.00575,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926866,positive regulation of protein binding,other biological processes,P
GO:0032092,0.00575,LOC105318705,0.0000260530151700334,3.58752097901972,complement C1q-like protein 4 isoform X2,105318705,NC_047562.1,25922616,25926857,positive regulation of protein binding,other biological processes,P
GO:0032868,0.00547,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,response to insulin stimulus,other biological processes,P
GO:0032868,0.00547,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,response to insulin stimulus,other biological processes,P
GO:0032963,0.00612,LOC117687051,0.000498801040378888,2.28579185783585,uncharacterized protein LOC117687051 isoform X2,117687051,NC_047560.1,60456579,60462499,collagen metabolic process,other metabolic processes,P
GO:0033209,0.00022,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00022,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0033209,0.00022,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,tumor necrosis factor-mediated signaling pathway,signal transduction,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,regulation of toll-like receptor signaling pathway,stress response,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034121,0.00025,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,regulation of toll-like receptor signaling pathway,signal transduction,P
GO:0034605,0.000048727320839898,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,cellular response to heat,stress response,P
GO:0034605,0.000048727320839898,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,cellular response to heat,stress response,P
GO:0042538,0.000000000602820536,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,hyperosmotic salinity response,stress response,P
GO:0042538,0.000000000602820536,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,hyperosmotic salinity response,stress response,P
GO:0042593,0.00100,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,glucose homeostasis,other biological processes,P
GO:0042593,0.00100,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,glucose homeostasis,other biological processes,P
GO:0043117,0.000000008884129197,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of vascular permeability,other biological processes,P
GO:0043117,0.000000008884129197,LOC117691429,0.000000369101666229366,-1.56755281655859,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of vascular permeability,other biological processes,P
GO:0043123,0.00364,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155762,68351111,positive regulation of I-kappaB kinase/NF-kappaB cascade,signal transduction,P
GO:0043123,0.00364,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155764,68351111,positive regulation of I-kappaB kinase/NF-kappaB cascade,signal transduction,P
GO:0043123,0.00364,LOC117691871,0.0119745174047996,-2.66627154711472,uncharacterized protein LOC117691871 isoform X2,117691871,NC_047563.1,68155765,68354621,positive regulation of I-kappaB kinase/NF-kappaB cascade,signal transduction,P
GO:0043252,0.00496,LOC105340623,0.0195541143726358,1.8506535649143,solute carrier organic anion transporter family member 4A1 isoform X1,105340623,NC_047561.1,20057694,20064082,sodium-independent organic anion transport,transport,P
GO:0043252,0.00496,LOC105340623,0.0195541143726358,1.8506535649143,solute carrier organic anion transporter family member 4A1 isoform X1,105340623,NC_047561.1,20057545,20064214,sodium-independent organic anion transport,transport,P
GO:0043277,0.00223,LOC117686792,0.00475806899790206,-2.27129208695068,multiple epidermal growth factor-like domains protein 11,117686792,NC_047560.1,40638133,40649980,apoptotic cell clearance,transport,P
