GOID,p.value,gene,padj,log2FoldChange,description,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396142,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35081047,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50087899,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525798,27535855,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50086825,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,105336215,NC_047566.1,16402403,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49393628,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080441,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49388153,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394101,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,105339649,NC_047565.1,57630715,57647843,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394676,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50067896,50094239,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394678,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396112,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49396141,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,105336215,NC_047566.1,16402402,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49384911,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,105324821,NC_047564.1,35080374,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105347458,0.000216850930288184,-0.593352321712374,serine/threonine-protein kinase ICK,105347458,NC_047568.1,42045389,42057999,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49394644,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,105333342,NC_047561.1,29572411,29603650,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,105333995,NC_047567.1,27525810,27535855,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,105318054,NC_047564.1,49366001,49379635,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,105330271,NC_047561.1,38650332,38654290,protein amino acid phosphorylation,protein metabolism,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295358,9323597,multidrug transport,transport,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,105347802,NC_047565.1,9295415,9323597,multidrug transport,transport,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46926090,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40697942,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46925966,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40698011,cell motion,other biological processes,P
GO:0006954,0.00014,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40697942,inflammatory response,stress response,P
GO:0006954,0.00014,LOC105347308,0.00307097640922331,-0.966307666820046,myeloid differentiation primary response protein MyD88,105347308,NC_047559.1,40502969,40504901,inflammatory response,stress response,P
GO:0006954,0.00014,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40698011,inflammatory response,stress response,P
GO:0006955,0.00697,LOC105319646,1.56822059383032e-05,2.48842463975957,C-type lectin domain family 4 member M isoform X7,105319646,NC_047560.1,64650674,64653859,immune response,other biological processes,P
GO:0006955,0.00697,LOC105317370,0.0285012369595861,0.737487640319923,prostaglandin E2 receptor EP4 subtype,105317370,NC_047568.1,35947246,35949776,immune response,other biological processes,P
GO:0006955,0.00697,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40697942,immune response,other biological processes,P
GO:0006955,0.00697,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,105347323,NC_047559.1,40693312,40698011,immune response,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32270869,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237312,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237329,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37472339,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32245408,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37483557,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32237154,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32240290,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37475177,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37471849,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,105339814,NC_047565.1,32233557,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37471562,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,105334278,NC_047559.1,37459859,37470910,border follicle cell migration,other biological processes,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46925966,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007342,0.00011,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,105328827,NC_047559.1,46906818,46926090,fusion of sperm to egg plasma membrane,cell organization and biogenesis,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48503973,gastrulation,developmental processes,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48504068,gastrulation,developmental processes,P
GO:0007369,0.00646,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48499127,gastrulation,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48504068,open tracheal system development,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48499127,open tracheal system development,developmental processes,P
GO:0007424,0.00627,LOC105337712,0.00584729373816873,0.423378528027419,M-phase inducer phosphatase isoform X1,105337712,NC_047562.1,48483398,48503973,open tracheal system development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,105323012,NC_047565.1,22282896,22295540,adult somatic muscle development,developmental processes,P
GO:0007527,0.00029,LOC105323012,0.00674789860889095,0.489812572165553,obscurin isoform X3,105323012,NC_047565.1,22282896,22293418,adult somatic muscle development,developmental processes,P
GO:0007584,0.00175,LOC105323132,0.0210577292005836,-0.440452036947754,glycogen debranching enzyme isoform X2,105323132,NC_047568.1,13672174,13694354,response to nutrient,other biological processes,P
GO:0007584,0.00175,LOC105330868,0.0112194438645162,-0.541936783110696,pyruvate kinase PKM,105330868,NC_047562.1,34242394,34265299,response to nutrient,other biological processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,biosynthetic process,other metabolic processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,biosynthetic process,other metabolic processes,P
GO:0009058,0.00015,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,biosynthetic process,other metabolic processes,P
GO:0009087,0.00207,LOC105333154,0.0407327753552691,-0.488232678798674,S-adenosylmethionine synthase isoform X1,105333154,NC_047567.1,12592064,12596413,methionine catabolic process,other metabolic processes,P
GO:0009087,0.00207,LOC105333154,0.0407327753552691,-0.488232678798674,S-adenosylmethionine synthase isoform X1,105333154,NC_047567.1,12592064,12596378,methionine catabolic process,other metabolic processes,P
GO:0009223,0.00014,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,105345957,NC_047568.1,49934663,49939335,pyrimidine deoxyribonucleotide catabolic process,other metabolic processes,P
GO:0009223,0.00014,LOC105345957,0.0390827129471823,0.682134695136694,5(3)-deoxyribonucleotidase; cytosolic type isoform X1,105345957,NC_047568.1,49934663,49939814,pyrimidine deoxyribonucleotide catabolic process,other metabolic processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,105340538,NC_047564.1,7301031,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,105340538,NC_047564.1,7300879,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,105341865,NW_022994977.1,36098,51250,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,105340538,NC_047564.1,7300838,7303772,response to virus,other biological processes,P
GO:0009615,0.00597,LOC105340538,0.00262599556192631,0.704742675340961,uncharacterized protein LOC105340538 isoform X1,105340538,NC_047564.1,7300894,7303772,response to virus,other biological processes,P
GO:0009636,0.00355,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664242,response to toxin,other biological processes,P
GO:0009636,0.00355,LOC105320049,0.038386028592609,0.645124014280194,glutathione S-transferase P 1 isoform X1,105320049,NC_047563.1,10661164,10664626,response to toxin,other biological processes,P
GO:0010311,0.00070,LOC117692915,0.0261481834412263,-1.07006031308438,ammonium transporter 1 member 3-like isoform X2,117692915,NC_047559.1,8500836,8505662,lateral root formation,developmental processes,P
GO:0010311,0.00070,LOC117692915,0.0261481834412263,-1.07006031308438,ammonium transporter 1 member 3-like isoform X2,117692915,NC_047559.1,8500836,8506103,lateral root formation,developmental processes,P
GO:0010468,0.00160,LOC105347458,0.000216850930288184,-0.593352321712374,serine/threonine-protein kinase ICK,105347458,NC_047568.1,42045389,42057999,regulation of gene expression,other metabolic processes,P
GO:0010468,0.00160,LOC105335437,7.79145199168172e-08,0.676198530687268,terminal nucleotidyltransferase 5C,105335437,NC_047563.1,2968684,2974376,regulation of gene expression,other metabolic processes,P
GO:0010468,0.00160,LOC105325287,0.048897264639628,0.347266905960092,RNA-binding protein 1,105325287,NC_047559.1,34171644,34176107,regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072381,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,117692865,NC_047564.1,1318365,1330985,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50087899,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50067896,50094239,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286995,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44099778,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072382,44110584,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105341865,0.00178611045906958,-0.4003132806943,ATP-dependent RNA helicase DDX3Y isoform X1,105341865,NW_022994977.1,36098,51250,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44095845,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072379,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44072378,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,117692865,NC_047564.1,1318365,1333031,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117691429,0.0282561218131535,0.893995420418683,uncharacterized protein LOC117691429,117691429,NC_047563.1,49282185,49286868,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105329818,0.00116842665878407,0.293917163714676,protein pangolin; isoforms A/H/I/S isoform X1,105329818,NC_047568.1,44079460,44113874,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC117692865,0.0448299043821202,0.456673937593555,N-lysine methyltransferase KMT5A-like,117692865,NC_047564.1,1318365,1329866,positive regulation of gene expression,other metabolic processes,P
GO:0010628,0.00363,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,105319268,NC_047566.1,50068599,50086825,positive regulation of gene expression,other metabolic processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,negative regulation of epithelial to mesenchymal transition,developmental processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656310,36662053,negative regulation of epithelial to mesenchymal transition,developmental processes,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36650323,36662053,negative regulation of epithelial to mesenchymal transition,cell organization and biogenesis,P
GO:0010719,0.00804,LOC105341456,0.00921014131799127,1.10438937405569,phenazine biosynthesis-like domain-containing protein isoform X1,105341456,NC_047568.1,36656659,36662051,negative regulation of epithelial to mesenchymal transition,developmental processes,P
