GOID,p.value,gene,padj,log2FoldChange,description,product_accession,GeneID,genomic_accession,start,end,GOterm,GOSlim,GOcat
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456474.1,105328977,NC_047568.1,26610219,26621087,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105329337,0.00762548041963384,0.695283037785973,DNA-directed RNA polymerase II subunit RPB9,XM_011430533.3,105329337,NC_047561.1,56394499,56398901,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456473.1,105328977,NC_047568.1,26673321,26684955,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_011433272.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,XM_011445286.3,105339649,NC_047565.1,57630715,57647843,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_034451661.1,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_011433272.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_034451661.1,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,XM_034468553.1,105330271,NC_047561.1,38650332,38654290,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_020068520.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_020068520.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_034451661.1,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_011433272.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,XM_011445286.3,105339649,NC_047565.1,57630715,57647843,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456474.1,105328977,NC_047568.1,26610219,26621087,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456473.1,105328977,NC_047568.1,26673321,26684955,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_020068520.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_020068520.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456473.1,105328977,NC_047568.1,26673321,26684955,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456473.1,105328977,NC_047568.1,26673321,26684955,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456474.1,105328977,NC_047568.1,26610219,26621087,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_011433272.2,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,XM_034468553.1,105330271,NC_047561.1,38650332,38654290,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105331184,0.0493453908552859,0.54541802452889,nuclear receptor ROR-beta isoform X1,XM_034451661.1,105331184,NC_047559.1,33376653,33382124,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_034456474.1,105328977,NC_047568.1,26610219,26621087,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,RNA metabolism,P
GO:0006367,0.00044,LOC105328977,0.0395269238939839,-0.324985741010733,general transcription factor IIF subunit 1 isoform X1,XM_011430070.3,105328977,NC_047568.1,26610219,26684956,transcription initiation from RNA polymerase II promoter,cell organization and biogenesis,P
GO:0006368,0.00233,LOC105342792,0.0025428064555451,-0.412781581617321,RNA polymerase-associated protein RTF1 homolog,XM_011449847.3,105342792,NC_047561.1,11063862,11076159,RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0006368,0.00233,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,XM_034468553.1,105330271,NC_047561.1,38650332,38654290,RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0006368,0.00233,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,XM_011445286.3,105339649,NC_047565.1,57630715,57647843,RNA elongation from RNA polymerase II promoter,RNA metabolism,P
GO:0006464,0.00380,LOC117680503,0.0237401998031959,-0.771824228812624,uncharacterized protein LOC117680503,XM_034455676.1,117680503,NC_047568.1,5014331,5033300,protein modification process,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483106.1,105318054,NC_047564.1,49366001,49381811,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483107.1,105318054,NC_047564.1,49366001,49387245,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483119.1,105318054,NC_047564.1,49366001,49396111,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436259.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_011437250.2,105333995,NC_047567.1,27525811,27535855,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436261.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_011424011.3,105324821,NC_047564.1,35080360,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483100.1,105318054,NC_047564.1,49366001,49396142,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_034481673.1,105324821,NC_047564.1,35081047,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436258.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416729.3,105319268,NC_047566.1,50068599,50087899,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_034453223.1,105333995,NC_047567.1,27525798,27535855,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416731.2,105319268,NC_047566.1,50068599,50086825,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,XM_034452417.1,105336215,NC_047566.1,16402403,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483110.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483114.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483102.1,105318054,NC_047564.1,49366001,49393628,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_034481672.1,105324821,NC_047564.1,35080441,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483105.1,105318054,NC_047564.1,49366001,49388153,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483104.1,105318054,NC_047564.1,49366001,49394101,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105339649,0.00266257677073264,0.404338211114145,transcription initiation factor TFIID subunit 1,XM_011445286.3,105339649,NC_047565.1,57630715,57647843,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,XM_011440441.3,105336215,NC_047566.1,16402403,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483115.1,105318054,NC_047564.1,49366001,49394676,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483111.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105319268,0.00232364006111648,0.347636099396438,SRSF protein kinase 3 isoform X1,XM_011416728.3,105319268,NC_047566.1,50067896,50094239,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483099.1,105318054,NC_047564.1,49366001,49394678,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436266.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483118.1,105318054,NC_047564.1,49366001,49396112,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_034481674.1,105324821,NC_047564.1,35080441,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483098.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483117.1,105318054,NC_047564.1,49366001,49396141,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,XM_034452416.1,105336215,NC_047566.1,16402402,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_011424014.3,105324821,NC_047564.1,35080441,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483108.1,105318054,NC_047564.1,49366001,49384911,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_011424012.3,105324821,NC_047564.1,35080374,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483109.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483113.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105347458,0.000216850930288184,-0.593352321712374,serine/threonine-protein kinase ICK,XM_011456565.3,105347458,NC_047568.1,42045389,42057999,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483103.1,105318054,NC_047564.1,49366001,49394644,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483112.1,105318054,NC_047564.1,49366001,49396113,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436262.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436263.3,105333342,NC_047561.1,29572411,29603650,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333995,0.0165496248223722,0.530050882548075,uncharacterized protein LOC105333995,XM_034453222.1,105333995,NC_047567.1,27525810,27535855,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_011414942.3,105318054,NC_047564.1,49366001,49396112,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105318054,0.0207417571129207,0.373070754980897,uncharacterized protein LOC105318054 isoform X10,XM_034483120.1,105318054,NC_047564.1,49366001,49379635,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_011424013.3,105324821,NC_047564.1,35081047,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105330271,0.0101903950747367,0.635565524318118,CDK-activating kinase assembly factor MAT1,XM_034468553.1,105330271,NC_047561.1,38650332,38654290,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105336215,7.35476428977615e-08,-0.987211093222299,serine/threonine-protein kinase Nek6 isoform X1,XM_011440442.3,105336215,NC_047566.1,16402403,16411742,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105324821,0.00902067111447572,0.893355559604168,uncharacterized protein LOC105324821,XM_011424015.3,105324821,NC_047564.1,35080441,35084693,protein amino acid phosphorylation,protein metabolism,P
GO:0006468,0.00551,LOC105333342,0.0467719036333157,-0.29232626061832,MAP/microtubule affinity-regulating kinase 3 isoform X10,XM_011436265.3,105333342,NC_047561.1,29572411,29603670,protein amino acid phosphorylation,protein metabolism,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,XM_011457017.3,105347802,NC_047565.1,9295358,9323597,multidrug transport,transport,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,XM_020075131.2,105347802,NC_047565.1,9295415,9323597,multidrug transport,transport,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,XM_011457019.3,105347802,NC_047565.1,9295358,9323597,multidrug transport,transport,P
GO:0006855,0.00688,LOC105347802,1.31623375247697e-05,-0.631544947615955,multidrug resistance-associated protein 1 isoform X1,XM_011457018.3,105347802,NC_047565.1,9295358,9323597,multidrug transport,transport,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457130.1,105328827,NC_047559.1,46906818,46926090,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_034447706.1,105347323,NC_047559.1,40693312,40697942,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457034.1,105328827,NC_047559.1,46906818,46925966,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456985.1,105328827,NC_047559.1,46906818,46925966,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034457087.1,105328827,NC_047559.1,46906818,46925966,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_020074930.2,105347323,NC_047559.1,40693312,40698011,cell motion,other biological processes,P
GO:0006928,0.00577,LOC105328827,0.0310622344206987,-0.791888200980783,tetraspanin-18 isoform X4,XM_034456928.1,105328827,NC_047559.1,46906818,46925966,cell motion,other biological processes,P
GO:0006954,0.00014,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_034447706.1,105347323,NC_047559.1,40693312,40697942,inflammatory response,stress response,P
GO:0006954,0.00014,LOC105347308,0.00307097640922331,-0.966307666820046,myeloid differentiation primary response protein MyD88,XM_011456322.3,105347308,NC_047559.1,40502969,40504901,inflammatory response,stress response,P
GO:0006954,0.00014,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_020074930.2,105347323,NC_047559.1,40693312,40698011,inflammatory response,stress response,P
GO:0006955,0.00697,LOC105319646,1.56822059383032e-05,2.48842463975957,C-type lectin domain family 4 member M isoform X7,XM_011417251.3,105319646,NC_047560.1,64650674,64653859,immune response,other biological processes,P
GO:0006955,0.00697,LOC105319646,1.56822059383032e-05,2.48842463975957,C-type lectin domain family 4 member M isoform X7,XM_011417252.3,105319646,NC_047560.1,64650674,64653859,immune response,other biological processes,P
GO:0006955,0.00697,LOC105317370,0.0285012369595861,0.737487640319923,prostaglandin E2 receptor EP4 subtype,XM_011414002.3,105317370,NC_047568.1,35947246,35949776,immune response,other biological processes,P
GO:0006955,0.00697,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_034447706.1,105347323,NC_047559.1,40693312,40697942,immune response,other biological processes,P
GO:0006955,0.00697,LOC105347323,0.00364981781292366,-0.701515248860484,uncharacterized protein LOC105347323,XM_020074930.2,105347323,NC_047559.1,40693312,40698011,immune response,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_020072034.2,105339814,NC_047565.1,32233557,32270869,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_011445545.3,105339814,NC_047565.1,32237312,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_020072032.2,105339814,NC_047565.1,32233557,32270869,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_034446058.1,105339814,NC_047565.1,32237329,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_011437656.3,105334278,NC_047559.1,37459859,37472339,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105339814,0.0435012945922744,-0.326276686871389,ecotropic viral integration site 5 ortholog isoform X1,XM_011445549.3,105339814,NC_047565.1,32245408,32269123,border follicle cell migration,other biological processes,P
GO:0007298,0.00061,LOC105334278,0.0149604732763575,0.426611022853309,beta-1;3-galactosyltransferase brn,XM_011437657.3,105334278,NC_047559.1,37459859,37483557,border follicle cell migration,other biological processes,P
