"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC117690058" 24.2316735007743 -1.57350908126169 0.35913451677676 3.8124866788773e-07 0.000111602698286853 "complement C1q subcomponent subunit B-like" "genome"
"LOC105348479" 227.543737387402 -1.5846864421622 0.433986357610937 2.62093077432078e-06 0.00059285454115136 "very low-density lipoprotein receptor" "genome"
"LOC117686615" 142.379786470022 -1.59912414778985 0.546808273371252 1.02437091995504e-05 0.00166590831570728 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105330378" 21.0650908692941 -1.60477677914906 0.381523548513008 6.41839542392243e-07 0.000171723134341976 "uncharacterized protein LOC105330378 isoform X1" "genome"
"LOC105335714" 1012.34194595863 -1.61097682622852 0.297692374631097 6.10146092538384e-09 3.23013937756172e-06 "lectin BRA-3 isoform X4" "genome"
"LOC105320984" 160.119397316061 -1.61685805281025 0.417528651099525 1.53686781417945e-06 0.000367695624542433 "collagen alpha-2(VIII) chain isoform X1" "genome"
"LOC117682928" 125.245731664795 -1.61828285715913 0.453583735010547 3.05155450981769e-06 0.000671936100117555 "heavy metal-binding protein HIP-like" "genome"
"LOC109617043" 31.6018258701753 -1.61932727511884 0.395399736811559 8.6793757735982e-07 0.000222639410307908 "heavy metal-binding protein HIP-like isoform X1" "genome"
"LOC105337888" 594.859820007011 -1.62157017472011 0.365582429651081 3.18544438015142e-07 9.54942494782262e-05 "protein shisa-5" "genome"
"LOC117682917" 54.9547177237552 -1.66339813903027 0.319360849546641 1.55288451218171e-08 7.29035328907649e-06 "complement C1q tumor necrosis factor-related protein 2-like" "genome"
"LOC117683620" 28.6466897760936 -1.67348897118928 0.353378140719216 1.09972581100705e-07 3.85399684922218e-05 "short-chain collagen C4-like" "genome"
"LOC105327827" 10.2253211410687 -1.6917165548394 0.479866150673171 3.02995778573565e-06 0.000671936100117555 "trichohyalin-like" "genome"
"LOC117686800" 155.620304574855 -1.69497488183783 0.396585114824117 4.97501460158133e-07 0.000142285417605226 "cerebellin-3-like" "genome"
"LOC105317162" 1156.12906996786 -1.70105583221857 0.309078733156062 3.58379207494728e-09 1.98159809797418e-06 "adenosylhomocysteinase A" "genome"
"LOC109617341" 19.3042865640876 -1.70930757491383 0.249744143664843 1.09768158076711e-12 2.10096254558825e-09 "uncharacterized protein LOC109617341" "genome"
"LOCNA.11" 142.396236656675 -1.73299302882038 0.288249013554926 2.09791739285275e-10 1.93334742848008e-07 NA NA
"LOC105344085" 2322.09756967211 -1.74598594465098 0.254550347627689 9.25523303880764e-13 1.91907257059677e-09 "nucleolin isoform X1" "genome"
"LOC117689844" 91.2692284006971 -1.7461305569995 0.361154837311631 7.00974256970273e-08 2.64267294877793e-05 "microfibril-associated glycoprotein 4-like" "genome"
"LOC109617081" 89.8005850783432 -1.75018394090648 0.316017120872554 2.80167744189873e-09 1.65979376450772e-06 "lactose-binding lectin l-2-like" "genome"
"LOC117682909" 32.3066566918099 -1.77223205401411 0.385225519959806 1.60567228020398e-07 5.47292296931991e-05 "heavy metal-binding protein HIP-like isoform X1" "genome"
"LOC105333234" 345.289779908967 -1.7778224815966 0.250127105440497 1.5201820928316e-13 3.78251708338358e-10 "fibroleukin isoform X1" "genome"
"LOC105339099" 2084.94355926363 -1.79712562533775 0.226995943878685 3.20537106381506e-16 1.3292673801641e-12 "uncharacterized protein LOC105339099 isoform X2" "genome"
"LOC105329085" 614.270422096632 -1.83164815171967 0.257436931596836 1.27540206522864e-13 3.52606157633543e-10 "high mobility group-T protein" "genome"
"LOC105337779" 125.034500727291 -1.83184949767395 0.318625491981078 7.73509941303523e-10 5.66072775279832e-07 "microfibril-associated glycoprotein 4" "genome"
"LOC105318073" 299.13626613198 -1.84153309608036 0.210218763662628 2.41185618689353e-19 1.50029514105712e-15 "perlucin-like protein" "genome"
"LOC105341677" 74.9269808531774 -1.8462936910965 0.675414036365466 6.94724682776551e-06 0.00127103967329751 "uncharacterized protein LOC105341677" "genome"
"LOC105327216" 62.898430727516 -1.87275484655852 0.488745050063337 1.12314799272331e-06 0.000285164983213687 "complement C1q subcomponent subunit B-like" "genome"
"LOC105329127" 465.904375844634 -1.87303476947204 0.294737653587072 1.92236953012063e-11 2.39161993242307e-08 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105342748" 117.127053661418 -1.89897754824232 0.358003286406456 6.65957840696416e-09 3.45215895671004e-06 "microfibril-associated glycoprotein 4" "genome"
"LOC117686803" 74.0532533709097 -1.93339818640953 0.341232279632269 9.41598144352088e-10 6.50801250771351e-07 "C1q-related factor-like" "genome"
"LOC105330939" 8.97574380839008 -2.01168655812016 0.492038956234863 4.14439105592879e-07 0.000119907835178628 "microfibril-associated glycoprotein 4-like" "genome"
"LOC105334533" 687.385584260964 -2.01210328400246 0.512244291393308 6.04616521000644e-07 0.000165319431599319 "uncharacterized protein LOC105334533 isoform X2" "genome"
"LOC109620821" 6.94692667522501 -2.0375304847905 0.376838721596502 2.60648201703543e-09 1.58181672067989e-06 "uncharacterized protein LOC109620821" "genome"
"LOC105344746" 20.0964189219894 -2.06623113581646 0.536177770253009 5.85009430256765e-07 0.000161735607151654 "acetylcholine receptor subunit alpha-like" "genome"
"LOC117681310" 323.157703829087 -2.08251801007243 0.220924225478057 2.68750180574546e-22 3.34352099652792e-18 "perlucin-like protein" "genome"
"LOC117682923" 26.4760428511804 -2.116387796271 0.494287303151732 1.67282132249626e-07 5.56989692487769e-05 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105343491" 28.1385123831689 -2.12646382337033 0.442153755238228 2.69390868200099e-08 1.16904409647349e-05 "complement C1q tumor necrosis factor-related protein 4" "genome"
"LOC117682922" 27.1437893407416 -2.13131411112227 0.465875727703305 6.25758628190467e-08 2.47144860105321e-05 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105329128" 345.113067628221 -2.18473752130854 0.332988096166597 1.70021151753448e-12 2.6440414362058e-09 "complement C1q tumor necrosis factor-related protein 3" "genome"
"LOC105320276" 311.802031575727 -2.24771640458184 0.229701117689014 4.45627115420804e-24 1.10880938859005e-19 "translation initiation factor IF-2-like isoform X7" "genome"
"LOC117682921" 98.9535668895667 -2.25337630910346 0.543391983779296 1.25834119275831e-07 4.34861743864059e-05 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105340530" 95.3971097748057 -2.32332630401062 0.599448537643381 1.67889345456887e-07 5.56989692487769e-05 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105318074" 629.293070464701 -2.5171294725354 0.280561106764105 1.9195723986724e-21 1.59209334745889e-17 "perlucin-like protein" "genome"
"LOC105333611" 47.5192956892603 -2.56008015935633 0.412926704860325 1.22875175142852e-12 2.18384293421745e-09 "uncharacterized protein LOC105333611" "genome"
"LOC117690337" 31.3775047648505 -2.60310169404804 0.367907892883932 2.98878426971149e-15 1.06238471712802e-11 "uncharacterized protein LOC117690337 isoform X1" "genome"
"LOC105320320" 45.5486744887426 -2.96843195430727 0.557193041514644 2.31444232684126e-12 3.38752670449790e-09 "complement C1q-like protein 4 isoform X2" "genome"
"LOC117686830" 143.759111457343 -3.67269233899887 0.842276803822955 2.11372196640275e-11 2.50445856990634e-08 "perlucin-like protein" "genome"
"LOC117686831" 48.0221969943378 -4.31707518029431 1.23676412069466 3.251889578601e-09 1.88170968592442e-06 "perlucin-like protein" "genome"
