gene	padj	log2FoldChange	description
LOC105319201	0.0380669019091699	1.64094892473242	cadherin-23
LOC105325698	0.00358848768408019	1.63056109939159	low-density lipoprotein receptor-related protein 4 isoform X1
LOC105344912	0.0323612695170665	1.61977092844804	perlucin-like protein
LOC105326745	0.00011370210645959	1.58001540186912	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
LOC105344462	0.0348751330703442	1.57104799345078	protein shisa-5 isoform X2
LOC117682747	0.0572427306868579	1.54539292959893	interferon-induced protein 44-like
LOC105345860	0.0446423529989955	1.53831791561787	ryncolin-1
LOC105342523	0.00348539272377142	1.52131483778614	carbohydrate sulfotransferase 15-like
LOC109618661	0.0100549239859032	1.47740290189602	receptor-type tyrosine-protein phosphatase kappa-like isoform X1
LOC109620576	0.0278212619341263	1.44334304097028	hemagglutinin/amebocyte aggregation factor isoform X1
LOC105335981	0.0572843729762181	1.4361920461946	proton myo-inositol cotransporter
LOC105343914	0.000117110855369817	1.43547242575776	neurogenic locus notch homolog protein 1
LOC105318790	0.00855398589871225	1.42502138725807	interleukin 17-like protein
LOC117688697	0.00373080037584401	1.42001463168526	receptor-type tyrosine-protein phosphatase C-like
LOC105318398	0.0458104894029164	1.40739863759721	latrophilin Cirl-like
LOC105318809	1.21992525922614e-06	1.40392048551029	extracellular superoxide dismutase [Cu-Zn]
LOC117688218	0.0321460134674753	1.40375098440662	transmembrane GTPase Marf-like
LOC105329833	0.0559538020231119	1.37922406081589	D-beta-hydroxybutyrate dehydrogenase-like
LOC105319875	0.00108033704137382	1.37880829149857	3-ketoacyl-CoA thiolase A; peroxisomal
LOC105336969	0.000175866306167844	1.37744336744151	superoxide dismutase [Cu-Zn]
LOC105346400	0.0080452951252821	1.37075245218991	transient receptor potential cation channel subfamily M member-like 2 isoform X1
LOC105347517	0.0193840588565899	1.36847794404063	interferon-induced protein 44-like
LOC117680689	0.0100549239859032	1.36580833566237	transient receptor potential cation channel subfamily V member 4-like isoform X1
LOC105325987	0.0100549239859032	1.32401299361565	putative ankyrin repeat protein RF_0381
LOC105332789	0.506782476572346	1.32361683374416	cytochrome P450 26A1 isoform X1
LOC105335030	0.0141058680715657	1.30186660590729	purine nucleoside phosphorylase
LOC105329131	0.000143887632352403	1.29181806550865	tumor susceptibility gene 101 protein isoform X4
LOC105325948	0.0380669019091699	1.284166325103	transient receptor potential cation channel subfamily M member-like 2
LOC117689796	0.0429791638092851	1.26468178100427	xaa-Pro aminopeptidase 1-like
LOC105317726	0.0192923269590771	1.26310733889611	putative amine oxidase [copper-containing]
LOC105336240	0.00612816791170499	1.25522383362477	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
LOC105346939	0.0252547726517907	1.23021646560379	protocadherin Fat 4
LOC105331350	0.01694276870946	1.21149581521405	endochitinase A-like isoform X1
LOC105326894	0.0247847531006509	1.20595109337874	laccase-24
LOC105322231	0.0274151903760759	1.19908222949354	E3 ubiquitin-protein ligase TRIM71-like isoform X2
LOC105331361	1.21992525922614e-06	1.19205992595488	diacylglycerol O-acyltransferase 1 isoform X2
LOC105343290	0.0833651882595274	1.18560946416443	sodium-dependent serotonin transporter
LOC105324852	0.0437519404125305	1.1456729149769	sodium/glucose cotransporter 4 isoform X1
LOC117689050	0.0596034348685294	1.13127744216952	spindle and kinetochore-associated protein 1-like
LOC117686983	0.0193840588565899	1.12533860132551	zinc finger CCHC domain-containing protein 9-like
LOC105324041	0.0746998353506151	1.1232852482254	protein claret segregational isoform X1
LOC105342692	0.544461134643568	1.11902283066804	methylthioribulose-1-phosphate dehydratase
LOC117692375	0.0762968901156497	1.10999061287318	G protein-coupled receptor 161-like
LOC117682976	0.0978769712567785	1.10722385717403	MAM and LDL-receptor class A domain-containing protein 1-like
LOC105327514	0.576470437147378	1.09653048493375	synergin gamma isoform X3
LOC105330585	0.0629214440824652	1.08933487995897	peroxisomal acyl-coenzyme A oxidase 1
LOC117689921	0.0962812477947253	1.08880849504286	free fatty acid receptor 4-like
LOC105338270	0.0798854276618774	1.07338327831095	nitrogen regulatory protein GLN3 isoform X4
LOC105319352	0.0258641542854785	1.07312144474926	peroxisome assembly factor 2 isoform X4
LOC117688435	0.0446501429594586	1.07292245360917	endothelin-converting enzyme 1-like
LOC105337240	0.0911341349355859	1.06776397584689	potassium channel subfamily K member 9
LOC117682477	0.0389083140475234	1.05536450679792	plasminogen-like
LOC117681556	0.00015500503425683	1.05154931683993	blastula protease 10-like isoform X2
LOC105328130	0.956331153324389	1.0502553705134	carnitine O-palmitoyltransferase 1; liver isoform-like
LOC105322874	0.021062266575405	1.04925715175991	CD209 antigen isoform X1
LOC105337015	0.0310353752675412	1.04264872066516	activating transcription factor 3
LOC105346773	0.0526039759228241	1.02673676598334	arrestin domain-containing protein 3 isoform X2
LOC105349013	0.0125317117870291	1.02528774112985	superoxide dismutase [Cu-Zn]-like precursor
LOC105340855	0.0762968901156497	1.01685100051722	inactive pancreatic lipase-related protein 1-like
LOC117683316	0.0126669629029953	1.01164749970166	probable ATP-dependent RNA helicase DDX20
LOC105331793	0.0141982786904675	1.0104419156862	probable ATP-dependent RNA helicase DDX20
LOC105347364	0.0125864336774974	0.99843062451531	adenosine kinase 2 isoform X1
LOC105328260	0.0687065231912224	0.99419203980011	actin-related protein 6
LOC105348543	0.000230530322649155	0.989903336009534	perilipin-2 isoform X1
LOC105324320	0.0877246156719976	0.977884788361313	kelch-like protein 3 isoform X2
LOC105338089	0.0163574317561397	0.975522375750104	ethanolamine kinase 1 isoform X1
LOC105330780	0.0172643594046582	0.968375601537961	natterin-3-like
LOC105324581	0.0541272775027341	0.959552849826356	complement C1q-like protein 4
LOC105319646	0.0896767050065754	0.95316230758358	C-type lectin domain family 4 member M isoform X7
LOC105331463	0.0309527816271724	0.94673684022439	E3 ubiquitin-protein ligase TRIM71-like
LOC105327358	0.0312529733150225	0.946086809294272	cubilin isoform X1
LOC105348068	0.00578286353359124	0.944295915619921	LOW QUALITY PROTEIN: filamin-A
LOC105325927	0.0995103192474649	0.941469444540971	solute carrier family 28 member 3
LOC105319589	0.0334153986134439	0.929047391323102	calmodulin-A isoform X2
LOC105319736	0.086920032249292	0.920601289351029	peptidyl-prolyl cis-trans isomerase FKBP2
LOC105346129	0.0110928484915689	0.913932479055161	acyl-CoA desaturase isoform X1
LOC105329836	0.0159286681886645	0.913012737920202	proton channel OtopLc isoform X1
LOC105343719	0.000362133133808869	0.894302924542554	A disintegrin and metalloproteinase with thrombospondin motifs 18 isoform X1
LOC105349079	0.0842048109809897	0.890290374646125	prostate-associated microseminoprotein-like
LOC105347585	0.0893837022570627	0.889044023065546	carbonic anhydrase 1-like
LOC109617112	0.0206562043924048	0.886280014074743	caspase-7 isoform X1
LOC105320200	0.0646103776820411	0.883498676382825	arginine-hydroxylase NDUFAF5; mitochondrial
LOC105339456	0.0589400802033535	0.880980910865571	piggyBac transposable element-derived protein 4-like
LOC117682709	0.0440497274852214	0.877054984828036	EMILIN-1-like
LOC105330685	0.0706011919911066	0.86937976802869	synaptotagmin-12
LOC117688268	0.00791049724008234	0.868576864031376	NADPH oxidase 5-like
LOC105344777	0.0635873500379353	0.865809159888335	interferon-induced protein 44-like
LOC105332833	0.0877246156719976	0.860821690237135	D-beta-hydroxybutyrate dehydrogenase-like isoform X2
LOC105338907	0.077053287044481	0.858056875741232	myosin heavy chain; striated muscle isoform X4
LOC117692744	0.0746998353506151	0.856920043615389	angiopoietin-2-like isoform X6
LOC117689409	0.0632839843944694	0.854198700641094	probable caffeoyl-CoA O-methyltransferase 1 isoform X2
LOC105336891	0.0427381548618444	0.853904818009222	AP-4 complex subunit mu
LOC105332009	0.0941633060899212	0.853862481272862	LOW QUALITY PROTEIN: lysozyme
LOC105347012	0.00484336799313848	0.852270126089735	SH3 domain-binding glutamic acid-rich-like protein 3
LOC105330437	0.0302448570840358	0.850653080707174	coiled-coil domain-containing protein 84
LOC105328891	0.0446501429594586	0.843395781287301	kinase D-interacting substrate of 220 kDa
LOC105319758	0.0015149602542949	0.841033728900991	suppressor of lurcher protein 1 isoform X2
LOC105348856	0.0909062747892232	0.840848260509354	cyclic AMP receptor-like protein A
LOC105325810	0.00265733722280889	0.829947291539276	cullin-associated NEDD8-dissociated protein 1
LOC105345668	0.0416507501231103	0.824842453643451	receptor-type tyrosine-protein phosphatase zeta-like
LOC105329330	0.0657482484016943	0.821992957976874	succinate dehydrogenase assembly factor 3; mitochondrial
LOC105349084	0.0440497274852214	0.821921566048049	transcription factor VBP
LOC105346207	0.099423190830728	0.814749973652817	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1;3-glucosyltransferase
LOC105336084	0.109195367545622	0.812475299003426	microfibril-associated glycoprotein 4-like isoform X1
LOC105337543	0.104933110106207	0.792680028329987	osteopetrosis-associated transmembrane protein 1
LOC105318697	0.0715663745794858	0.792026507091821	dual oxidase maturation factor 1
LOC105317370	0.0893111276742169	0.781070778677994	prostaglandin E2 receptor EP4 subtype
LOC105343166	0.0971743046906398	0.763196629746714	carboxypeptidase D
LOC105337362	0.0125317117870291	0.756095236372844	F-box only protein 9
LOC105320665	0.108665996108918	0.74029714778994	toll-like receptor 13
LOC105335979	0.114353980951227	0.739259515066024	acetylcholine receptor subunit delta-like
LOC105346127	0.067263238070327	0.72928289905162	UPF0489 protein C5orf22 homolog
LOC117684319	0.0635873500379353	0.728168335498041	multiple epidermal growth factor-like domains protein 6 isoform X2
LOC109619318	0.0340711653310689	0.727447425442112	leukocyte elastase inhibitor-like
LOC105324307	0.0252547726517907	0.726350836054741	frizzled-7-A
LOC105337372	0.115343595305227	0.712335678874768	C1q-related factor
LOC105338814	0.0312114503989063	0.709557730247908	putative sodium-coupled neutral amino acid transporter 7
LOC105348418	0.0834801897428963	0.708770504172245	24-hydroxycholesterol 7-alpha-hydroxylase isoform X1
LOC105340468	0.0197596831899953	0.702290432277009	actin-2
LOC105338879	0.0808132377903986	0.700081294014582	cysteine sulfinic acid decarboxylase isoform X1
LOC105341699	0.123002107952485	0.696536814332455	DNA polymerase beta
LOC105348480	0.0532264255819944	0.694645304713664	integrator complex subunit 1
LOC105348899	0.0768661725978922	0.692008049470201	failed axon connections homolog
LOC105345761	0.0184592142021892	0.686083227652673	1;5-anhydro-D-fructose reductase-like
LOC105339660	0.113832159756926	0.684478526576828	phosphatidylcholine translocator ABCB4 isoform X1
LOC105322313	0.0309527816271724	0.682410756897225	phosphoglycerate kinase 1-like
LOC105341517	0.0715663745794858	0.679840104190637	exportin-7-like
LOC105321540	0.120051399655056	0.678976190497446	IgGFc-binding protein isoform X1
LOC105331982	0.0125317117870291	0.67340269139187	protein NipSnap homolog 3A
LOC109619240	0.111807134280746	0.668319632739042	probable serine/threonine-protein kinase kinX isoform X2
LOC105344734	0.065381528674967	0.660836494836057	low-density lipoprotein receptor-related protein 4
LOC105331673	0.0126669629029953	0.660339999570039	voltage-dependent R-type calcium channel subunit alpha-1E
LOC105340999	0.63339581843526	0.655343612440873	SCO-spondin-like
LOC105328670	0.0172643594046582	0.652842683358692	deacetylase EF_0837 isoform X3
LOC117690416	0.108609595023983	0.65276564256769	monocarboxylate transporter 12-like
LOC105348109	0.0798854276618774	0.65103169342439	receptor for retinol uptake stra6
LOC105345246	0.0899985747924439	0.650583333192327	probable nuclear hormone receptor HR38
LOC105334919	0.0708796557014833	0.649036732643075	fibrinogen C domain-containing protein 1 isoform X2
LOC105334906	0.0914445646162756	0.648025864756233	retinal dehydrogenase 1
LOC105332059	0.097684160511077	0.639460944376176	lysozyme
LOC117683558	0.044487504012357	0.638120324239036	calpain-8-like
LOC105324681	0.00364764319937619	0.636312690395167	putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007 isoform X1
LOC105333583	0.107243577827322	0.635881361881731	transient-receptor-potential-like protein isoform X1
LOC105317118	0.0803544958615756	0.63490000337446	L-ascorbate oxidase isoform X3
LOC105320721	0.0798854276618774	0.634404396423611	tubulin--tyrosine ligase-like protein 12
LOC105321002	0.0421439585757266	0.631438584404762	carbonic anhydrase-related protein 10-like
LOC105347688	0.0880366955381282	0.624194605720358	pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 isoform X2
LOC105344547	0.129046952715232	0.619408831298772	F-box/WD repeat-containing protein 7 isoform X3
LOC105334468	0.100869586059341	0.618767941188188	transmembrane channel-like protein 3 isoform X1
LOC105346620	0.128243223311904	0.618136436842737	neurocan core protein isoform X2
LOC105334119	0.0949535191818801	0.617937689279286	voltage-dependent calcium channel gamma-5 subunit
LOC105332808	0.00434275388744444	0.617310664260864	sestrin-1 isoform X6
LOC105325093	0.110888544409753	0.616999253468519	sushi; von Willebrand factor type A; EGF and pentraxin domain-containing protein 1
LOC105339637	0.0315228179922913	0.616860169035466	monocarboxylate transporter 14-like isoform X2
LOC105317458	0.127568962074645	0.616363105841425	disintegrin and metalloproteinase domain-containing protein 10-like isoform X2
LOC105330798	0.0952349036867257	0.613491437131897	aquaporin-11
LOC105346120	0.0694579790877366	0.608624467152135	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
LOC105345505	0.0535503581861264	0.607906030962807	pyrroline-5-carboxylate reductase 2
LOC105339504	0.0647844214254233	0.607556387333055	putative phosphoenolpyruvate synthase
LOC105327184	0.876302342815182	0.606760331813573	prenylated Rab acceptor protein 1 isoform X2
LOC105336271	0.129751182651925	0.606197038932779	heat shock 70 kDa protein 12B
LOC117692859	0.0779312688947726	0.600911452303809	microfibril-associated glycoprotein 4-like isoform X1
LOC105337952	0.125519351744865	0.595490598935655	centromere protein T isoform X1
LOC105336832	0.625826783761169	0.593565860044149	transmembrane emp24 domain-containing protein 10
LOC105336931	0.0746998353506151	0.592402460495695	bile salt sulfotransferase
LOC117686230	0.0125317117870291	0.581484261367898	hemicentin-2-like
LOC105321656	0.136179364151154	0.581331194252182	multidrug resistance-associated protein 1
LOC105340063	0.0762526115181927	0.579912542141609	aldose reductase-related protein 2
LOC105340822	0.0606178467335917	0.575372227629974	transmembrane emp24 domain-containing protein 9 isoform X2
LOC117687911	0.110770224572098	0.575205883575986	C-type lectin domain family 6 member A-like isoform X2
LOC105317035	0.135763190846861	0.573570295453802	D-aspartate oxidase isoform X1
LOC105331131	0.0978769712567785	0.567325939319544	putative protocadherin beta-18 isoform X1
LOC105331407	0.104933110106207	0.566567467813064	LOW QUALITY PROTEIN: exosome complex component RRP40
LOC105340396	0.137038624049564	0.566344331327673	prolow-density lipoprotein receptor-related protein 1
LOC117688939	0.101109703322926	0.565717353907202	leucine-rich repeat-containing protein 1-like
LOC105329640	0.0805991333241102	0.55707736980148	tubulin alpha chain; testis-specific
LOC105344109	0.0309527816271724	0.554789190640664	sodium- and chloride-dependent GABA transporter ine
LOC105343105	0.105528187776347	0.552016719041194	thrombospondin-1
LOC105342912	0.138138916360872	0.544705892423234	putative nuclease HARBI1
LOC117680478	0.0628937764181762	0.54254318569009	aldose reductase-related protein 2-like
LOC105320634	0.103938136177582	0.541335903953878	homeobox protein TGIF2
LOC105324339	0.136611916465536	0.540147163330974	protein white
LOC105329548	0.0909062747892232	0.539398563047892	citron Rho-interacting kinase-like isoform X1
LOC105346481	0.000317586131054736	0.537807571376936	protein kreg-1
LOC105318945	0.0746998353506151	0.537063042503859	hematopoietically-expressed homeobox protein HHEX homolog
LOC105335086	0.0239920393029255	0.532357134659591	fascin
LOC105343337	0.141864007647459	0.53072684754289	neuronal acetylcholine receptor subunit alpha-3
LOC105328727	0.117278573019909	0.529880636407017	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase; mitochondrial-like isoform X1
LOC105348923	0.0893402811228349	0.529274316509984	heat shock 70 kDa protein 12A
LOC105321301	0.107522767401065	0.526326775598982	inositol monophosphatase 1
LOC105345355	0.0762968901156497	0.525600691005164	ras-related protein R-Ras2
LOC105327683	0.138138916360872	0.524908783606989	alpha-aminoadipic semialdehyde dehydrogenase
LOC105345875	0.04426214318828	0.523873639980174	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma isoform X1
LOC105323732	0.00571463842527835	0.521755138856571	apoptosis-inducing factor 3 isoform X1
LOC105341575	0.132406192737533	0.520705299461968	protocadherin Fat 3
LOC105344650	0.0877246156719976	0.514648115594931	small subunit processome component 20 homolog
LOC105342221	0.0245587522105567	0.51404650104966	G patch domain-containing protein 1
LOC105320994	0.113758785834552	0.510203836406486	mesotocin receptor isoform X1
LOC105338919	0.143523983614245	0.500205938932906	neuronal membrane glycoprotein M6-a isoform X2
LOC105343386	0.0816487122521795	0.499599470092301	ATP-dependent RNA helicase DDX54
LOC105324058	0.109414500840965	0.49724252152466	E3 ubiquitin-protein ligase TRIM71 isoform X1
LOC117682024	0.146286671598521	0.497111790798649	diamine acetyltransferase 2-like isoform X2
LOC105317736	0.11354666885851	0.496440875096941	hepatocyte growth factor receptor isoform X1
LOC105319240	0.0893111276742169	0.495165836205535	protein tumorous imaginal discs; mitochondrial isoform X1
LOC105323023	0.0628937764181762	0.492134993073394	muscle M-line assembly protein unc-89
LOC105317101	0.152317606587664	0.492076558546328	UPF0489 protein C5orf22 isoform X1
LOC105343738	0.062106106183038	0.487293526543335	failed axon connections homolog
LOC105322785	0.135491384729904	0.486427661041202	calponin homology domain-containing protein DDB_G0272472 isoform X1
LOC105342030	0.0715663745794858	0.485836535852595	ATP-dependent RNA helicase HAS1
LOC105323146	0.13068559557193	0.484362136106714	sodium/bile acid cotransporter 7 isoform X1
LOC105319828	0.143523983614245	0.483400712091378	acetyl-coenzyme A synthetase 2-like; mitochondrial
LOC105325116	0.0612871250194082	0.482504627295643	protein grainyhead
LOC105327810	0.0699697730313403	0.482055316148769	H(+)/Cl(-) exchange transporter 7
LOC105322692	0.0715663745794858	0.474778740728758	dnaJ homolog subfamily C member 5 isoform X2
LOC105346482	0.0795952291842138	0.472162554822211	GTPase IMAP family member 7
LOC117691800	0.952703008883862	0.467144996115138	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
LOC105347450	0.154330880789076	0.464972386326532	phosphatidylinositol-glycan-specific phospholipase D
LOC105340517	0.0949535191818801	0.460081997845155	transcription factor Sox-8-like
LOC105328681	0.141864007647459	0.45750304602316	fibroblast growth factor receptor 2
LOC105346719	0.106675443912079	0.455173331788812	NEDD8-activating enzyme E1 regulatory subunit isoform X1
LOC105333984	0.161538798986761	0.451781514258456	snRNA-activating protein complex subunit 1 isoform X1
LOC105332772	0.0627808324688856	0.451651916865066	DNA cross-link repair 1A protein isoform X1
LOC105337403	0.163210841323238	0.44695033753985	corticotropin-releasing factor receptor 1 isoform X2
LOC117682602	0.124616772858642	0.445699044586892	piggyBac transposable element-derived protein 4-like
LOC105317253	0.0588480121262842	0.442769338788294	39S ribosomal protein L42; mitochondrial isoform X1
LOC105337400	0.153521898837977	0.441814073777674	trafficking protein particle complex subunit 9 isoform X1
LOC105340682	0.101500851599624	0.440002694210552	putative phosphatidylglycerol/phosphatidylinositol transfer protein DDB_G0282107
LOC105329337	0.117537162013632	0.436997301933194	DNA-directed RNA polymerase II subunit RPB9
LOC105328002	0.168211069461494	0.434323364374968	calmodulin
LOC105329047	0.156879734324535	0.43375865886558	39S ribosomal protein L46; mitochondrial
LOC105337473	0.164043352897217	0.433631196307443	VWFA and cache domain-containing protein 1-like
LOC105347893	0.124427330954269	0.432484070028664	28S ribosomal protein S27; mitochondrial
LOC105333258	0.0650006071585855	0.43214239100156	clustered mitochondria protein homolog
LOC105323777	0.111097321205952	0.427509244184903	glutathione S-transferase A
LOC105325016	0.146970156049657	0.42566272469478	ras-related protein Rab-5B-like isoform X1
LOC105320298	0.141090975446266	0.425571528811328	2';3'-cyclic-nucleotide 3'-phosphodiesterase isoform X2
LOC105335960	0.128037388432108	0.42303472505699	SH3 domain-binding protein 5-like
LOC105341297	0.121804503594965	0.419181082368423	cdc42 homolog
LOC105325518	0.170321389313518	0.417010209553743	proton channel OtopLc
LOC105325500	0.135557030712637	0.41596143453465	cyclin-dependent kinase 2
LOC105348924	0.166835054025292	0.413813719793213	kelch-like protein 26
LOC105338877	0.14832431594132	0.413755411217848	insulin-like growth factor-binding protein complex acid labile subunit
LOC105333009	0.108209702908002	0.413370594015628	cyclin-H-like
LOC105336945	0.169571883988157	0.412569009005216	golgin subfamily A member 6-like protein 22 isoform X1
LOC105328534	0.0963426620719451	0.412009839757682	transketolase-like protein 2 isoform X1
LOC105329765	0.00505553846228639	0.411929064618795	coronin-1C-A isoform X8
LOC105322667	0.172784488716492	0.411051179779705	endothelin-converting enzyme 1 isoform X1
LOC105319647	0.161041663557463	0.410661179410975	dTDP-glucose 4;6-dehydratase
LOC117682743	0.164043352897217	0.409376309670066	interferon-induced protein 44-like
LOC105347424	0.148630844193759	0.408534973220461	dnaJ homolog dnj-5-like
LOC105339769	0.142366297098623	0.407817521989687	FMRF-amide neuropeptides
LOC105342154	0.128243223311904	0.406837107313772	neuromedin-U receptor 2
LOC105318415	0.574065057625327	0.406380572598967	zinc finger protein OZF
LOC105339888	0.179965495971748	0.404043746020398	angiopoietin-2
LOC117680417	0.178865461165601	0.403839123183696	ras-related protein Rab-31-like
LOC105333131	0.155526294161189	0.403338053266566	CDP-diacylglycerol--inositol 3-phosphatidyltransferase-like
LOC105347640	0.158749193002318	0.402674924457732	probable phosphoglycerate mutase
LOC105322429	0.172598769962234	0.402639532845471	lamin Dm0
LOC105327940	0.170321389313518	0.402567878080215	prostaglandin E2 receptor EP4 subtype-like
LOC105327990	0.177748460422517	0.40252692369131	solute carrier family 25 member 44
LOC105317888	0.176462191531888	0.402441757569834	actin-related protein 3 isoform X2
LOC105347036	0.152802169178367	0.400203182308326	GATA zinc finger domain-containing protein 14 isoform X1
LOC105334126	0.178840809581886	0.40003138021197	receptor-type tyrosine-protein phosphatase epsilon
LOC105338654	0.121804503594965	0.399095238780928	rho GTPase-activating protein 19 isoform X3
LOC105344550	0.177567243916322	0.398067184502484	5'-nucleotidase domain-containing protein 1 isoform X1
LOC105318872	0.0715663745794858	0.396707844802147	sorting nexin-33 isoform X9
LOC117684948	0.153093332404885	0.394937780369986	E3 ubiquitin-protein ligase TRIM71-like
LOC105318989	0.104308891818516	0.394563411429924	protease-associated domain-containing protein 1
LOC105322417	0.147804406597001	0.390198353549085	39S ribosomal protein L48; mitochondrial
LOC105345641	0.118920994859053	0.388453296005209	rap1 GTPase-activating protein 1 isoform X11
LOC105338647	0.184681318913914	0.386949700040808	telomerase Cajal body protein 1
LOC117682785	0.98312898383672	0.385914201274751	protein disulfide-isomerase A5-like isoform X1
LOC117684951	0.180294539755629	0.385700836973842	tripartite motif-containing protein 3-like
LOC105317210	0.034931063239791	0.383477654780947	NF-kappa-B inhibitor-interacting Ras-like protein 1 isoform X1
LOC105336876	0.178865461165601	0.38313395853331	innexin-11
LOC105341516	0.130797883002285	0.38256826430473	exportin-7-like isoform X1
LOC105332870	0.0763853703510989	0.379426284840717	GATOR complex protein WDR59 isoform X5
LOC105328238	0.185551629894478	0.376161306187557	ornithine aminotransferase; mitochondrial
LOC105341353	0.151323603224379	0.375958850658159	glutaminyl-peptide cyclotransferase
LOC105324612	0.925032220689581	0.375951708613007	solute carrier family 28 member 3 isoform X1
LOC117685407	0.19266027559037	0.375873555533582	cytochrome P450 3A21-like isoform X1
LOC105341923	0.090854948709762	0.374758093849179	nuclear pore complex protein Nup160
LOC117690095	0.146169896401342	0.373267314795665	von Willebrand factor D and EGF domain-containing protein-like isoform X1
LOC105345550	0.124379163778424	0.373071273228671	low density lipoprotein receptor adapter protein 1-A isoform X2
LOC105349132	0.171001727540756	0.370924742463952	small nuclear ribonucleoprotein Sm D1-like
LOC105343392	0.0715663745794858	0.370581742963046	NAD(P) transhydrogenase; mitochondrial
LOC105346000	0.198830529240266	0.36812174667287	monocarboxylate transporter 9
LOC105320714	0.164043352897217	0.366090968829074	BTB/POZ domain-containing protein 10
LOC105342575	0.167634339422479	0.365216059420432	integrin beta pat-3-like isoform X4
LOC105340878	0.175591564375912	0.363683198976615	galectin-4
LOC117684599	0.183254492486874	0.363672953036948	SH2 domain-containing protein 4A-like isoform X2
LOC105325221	0.118220611817628	0.363230693317572	collagen alpha-1(I) chain
LOC105317637	0.185379423091446	0.363086225286446	mitochondrial import inner membrane translocase subunit Tim21
LOC105327252	0.148370278262615	0.359153633017662	translocon-associated protein subunit beta
LOC105329786	0.164043352897217	0.356243820076342	LOW QUALITY PROTEIN: myosin heavy chain; striated muscle
LOC105342524	0.107472725482231	0.352326095107612	TBC1 domain family member 25 isoform X1
LOC105321617	0.194401345918491	0.351557423834176	heavy metal-binding protein HIP isoform X2
LOC105329325	0.176462191531888	0.351305943187967	UHRF1-binding protein 1-like isoform X1
LOC105337922	0.18589074573356	0.350760448851541	multiple epidermal growth factor-like domains protein 10 isoform X2
LOC117681567	0.201936731521212	0.350240220517251	MAM and LDL-receptor class A domain-containing protein 1-like
LOC105329204	0.145698226955135	0.349703993185474	propionyl-CoA carboxylase beta chain; mitochondrial
LOC105324357	0.208472551577944	0.348204679779253	tetraspanin-9
LOC117683153	0.137038624049564	0.346492562675887	PDZ domain-containing RING finger protein 4-like
LOC105333360	0.174407559353887	0.344904687423109	pneumococcal serine-rich repeat protein isoform X1
LOC105338897	0.185551629894478	0.342152792243319	condensin complex subunit 1-like isoform X1
LOC105325218	0.173936564914802	0.341396751421948	collagen alpha-1(I) chain
LOC105328026	0.0880366955381282	0.339495434964267	mucin-22 isoform X6
