gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,cat,description,feature,count,plus_minus,analysis
LOC105345813,69.97948983,-1.467391503,0.332638535,4.68E-07,9.34E-05,characterized,CCAAT/enhancer-binding protein gamma,genome,1,-1,triploid_desiccation
LOC105329085,696.9503571,-1.412698561,0.179189047,1.63E-16,2.36E-13,characterized,high mobility group-T protein,genome,1,-1,triploid_desiccation
LOC105337779,14.20477019,-1.398524452,0.325205656,8.21E-07,0.000152628,characterized,microfibril-associated glycoprotein 4,genome,1,-1,triploid_desiccation
LOC105323271,168.4246601,-1.354997745,0.13405857,2.90E-25,1.36E-21,characterized,nucleolar protein of 40 kDa,genome,1,-1,triploid_desiccation
LOC105330265,125.7385282,-1.353504314,0.453232864,0.000101682,0.007202889,characterized,fibroleukin isoform X1,genome,1,-1,triploid_desiccation
LOC105337068,49.57847265,-1.345170171,0.641960269,0.000986162,0.035646396,characterized,hemagglutinin/amebocyte aggregation factor,genome,1,-1,triploid_desiccation
LOC105317495,13.55149132,-1.337750753,0.337681658,3.72E-06,0.00054098,characterized,prolyl 4-hydroxylase subunit alpha-1,genome,1,-1,triploid_desiccation
LOC105345449,76.54600931,-1.332277515,0.483520274,0.000201754,0.012023246,characterized,fucolectin-7-like,genome,1,-1,triploid_desiccation
LOC105328008,139.7606343,-1.317630016,0.445220122,0.000112671,0.007732785,characterized,calmodulin-A,genome,1,-1,triploid_desiccation
LOC105338755,334.3513854,-1.316249326,0.20512604,7.16E-12,5.17E-09,characterized,short-chain collagen C4-like,genome,1,-1,triploid_desiccation
LOC117682594,12.47151773,-1.2752408,0.604854574,0.001001903,0.036030136,characterized,complement C1q tumor necrosis factor-related protein 3-like,genome,1,-1,triploid_desiccation
LOC105317162,938.2506678,-1.271494766,0.286550298,4.20E-07,8.86E-05,characterized,adenosylhomocysteinase A,genome,1,-1,triploid_desiccation
LOC117682935,101.945356,-1.262437382,0.473526548,0.000264813,0.014620803,characterized,heavy metal-binding protein HIP-like,genome,1,-1,triploid_desiccation
LOC117682926,89.70733922,-1.253732631,0.450698915,0.000193351,0.011708336,characterized,heavy metal-binding protein HIP-like,genome,1,-1,triploid_desiccation
LOC105343978,236.1998956,-1.243923817,0.379582415,4.25E-05,0.003642116,characterized,dopamine beta-hydroxylase isoform X2,genome,1,-1,triploid_desiccation
LOC105336630,30.86312494,-1.241562328,0.592346745,0.001025029,0.036581447,characterized,complement C1q-like protein 4 isoform X1,genome,1,-1,triploid_desiccation
LOC105339575,44.17973466,-1.200206012,0.313994247,5.58E-06,0.000732668,characterized,betaine--homocysteine S-methyltransferase 1,genome,1,-1,triploid_desiccation
LOC105337888,145.938769,-1.184137836,0.245695267,7.27E-08,2.04E-05,characterized,protein shisa-5,genome,1,-1,triploid_desiccation
LOC105347052,123.7699682,-1.183675332,0.178923054,2.10E-12,1.97E-09,characterized,ribosomal L1 domain-containing protein 1,genome,1,-1,triploid_desiccation
LOC117692599,9.675882979,-1.172866104,0.426747061,0.000233736,0.013255865,characterized,serine-rich adhesin for platelets-like,genome,1,-1,triploid_desiccation
LOC105333819,27.12555014,-1.171233943,0.437854913,0.000268399,0.014775305,characterized,cytochrome P450 2C39 isoform X3,genome,1,-1,triploid_desiccation
LOC117683047,37.05305339,-1.163779963,0.308787279,7.44E-06,0.000930798,characterized,GTPase IMAP family member 4-like,genome,1,-1,triploid_desiccation
LOC105319697,58.48303221,-1.138045411,0.260518302,6.04E-07,0.000116775,characterized,sodium/calcium exchanger 3 isoform X3,genome,1,-1,triploid_desiccation
LOC105329128,102.8265755,-1.134788074,0.510294079,0.00080488,0.031194032,characterized,complement C1q tumor necrosis factor-related protein 3,genome,1,-1,triploid_desiccation
LOC105318706,24.83803289,-1.100705108,0.512507781,0.000987435,0.035646396,characterized,basic salivary proline-rich protein 1 isoform X1,genome,1,-1,triploid_desiccation
LOC105336354,15.37682931,-1.089008597,0.459682151,0.000640582,0.026776956,characterized,hemagglutinin/amebocyte aggregation factor isoform X1,genome,1,-1,triploid_desiccation
LOC105332536,8.647809119,-1.088906807,0.391404939,0.000228325,0.013067405,characterized,complement C1q-like protein 4,genome,1,-1,triploid_desiccation
LOC117692915,18.85526971,-1.070060313,0.447528476,0.000610106,0.026148183,characterized,ammonium transporter 1 member 3-like isoform X2,genome,1,-1,triploid_desiccation
LOC105345603,125.6103543,-1.069919216,0.307719414,2.15E-05,0.002162754,characterized,peptidyl-prolyl cis-trans isomerase B isoform X2,genome,1,-1,triploid_desiccation
LOC105327342,27.72814279,-1.050169042,0.530887798,0.001351262,0.043066012,characterized,receptor-type tyrosine-protein phosphatase alpha isoform X3,genome,1,-1,triploid_desiccation
LOC105321535,5318.935983,-1.037858912,0.435745621,0.000579262,0.025112945,characterized,histidine-rich glycoprotein-like,genome,1,-1,triploid_desiccation
LOC105325560,45.0961685,-1.035829363,0.272149643,6.78E-06,0.00086631,characterized,class E basic helix-loop-helix protein 40,genome,1,-1,triploid_desiccation
LOC117681168,172.7791275,-1.034569774,0.303086479,2.82E-05,0.002662577,characterized,complement C1q-like protein 3 isoform X2,genome,1,-1,triploid_desiccation
LOC105336381,12.04114406,-1.015503084,0.474170974,0.001052509,0.037068867,characterized,LOW QUALITY PROTEIN: protocadherin-11 X-linked,genome,1,-1,triploid_desiccation
LOC105330682,30.40389913,-0.989725992,0.379059635,0.000351029,0.017666286,characterized,regucalcin,genome,1,-1,triploid_desiccation
LOC105336215,60.03571257,-0.987211093,0.16479467,1.29E-10,7.35E-08,characterized,serine/threonine-protein kinase Nek6 isoform X1,genome,1,-1,triploid_desiccation
LOC105327104,35.86006163,-0.986022131,0.260841732,7.60E-06,0.000938801,characterized,collagen alpha-1(XII) chain,genome,1,-1,triploid_desiccation
LOC105321617,136.0704504,-0.974919368,0.376455652,0.000363158,0.018130832,characterized,heavy metal-binding protein HIP isoform X2,genome,1,-1,triploid_desiccation
LOC105347308,14.89272405,-0.966307667,0.285045622,3.33E-05,0.003070976,characterized,myeloid differentiation primary response protein MyD88,genome,1,-1,triploid_desiccation
LOC105335954,781.8269871,-0.963191725,0.146296086,2.84E-12,2.54E-09,characterized,RNA-binding protein FUS isoform X2,genome,1,-1,triploid_desiccation
LOC105343727,50.7978729,-0.946080356,0.287250369,4.39E-05,0.003715204,characterized,collagen alpha-3(VI) chain-like,genome,1,-1,triploid_desiccation
LOC105336405,62.96438435,-0.905565369,0.193441396,1.69E-07,4.17E-05,characterized,putative proline-rich receptor-like protein kinase PERK6 isoform X1,genome,1,-1,triploid_desiccation
LOC117693134,16.84634658,-0.895560649,0.270475983,4.79E-05,0.00397869,characterized,protein FAM133A-like,genome,1,-1,triploid_desiccation
LOC105347664,24.77648828,-0.895025551,0.240793135,1.07E-05,0.001221889,characterized,cryptochrome-1-like,genome,1,-1,triploid_desiccation
LOC105330787,38.59493805,-0.889826189,0.227444451,4.92E-06,0.000669841,characterized,N-acetylated-alpha-linked acidic dipeptidase 2,genome,1,-1,triploid_desiccation
LOC105346054,10.56104984,-0.867403658,0.304510342,0.00021573,0.012576671,characterized,leucine-rich repeat-containing protein 56,genome,1,-1,triploid_desiccation
LOC105331912,21.64154982,-0.866594377,0.32311455,0.000309911,0.01620514,characterized,inactive pancreatic lipase-related protein 1 isoform X2,genome,1,-1,triploid_desiccation
LOC105343224,82.46779271,-0.835434946,0.32425111,0.000424139,0.020467696,characterized,phosphatidylserine synthase 2,genome,1,-1,triploid_desiccation
LOC117687736,19.98148315,-0.830987804,0.307455753,0.00031308,0.016291924,characterized,LOW QUALITY PROTEIN: SAM pointed domain-containing Ets transcription factor-like,genome,1,-1,triploid_desiccation
LOC105347281,231.076703,-0.818407754,0.170944185,1.01E-07,2.72E-05,characterized,eukaryotic translation initiation factor 3 subunit H isoform X1,genome,1,-1,triploid_desiccation
LOC105323574,63.97391834,-0.807583474,0.224521814,1.73E-05,0.001812157,characterized,zinc finger Ran-binding domain-containing protein 2 isoform X3,genome,1,-1,triploid_desiccation
LOC105341790,71.29560435,-0.806096534,0.180039304,4.48E-07,9.14E-05,characterized,organic cation transporter protein isoform X2,genome,1,-1,triploid_desiccation
LOC105342358,367.7069139,-0.805458284,0.203694246,4.25E-06,0.000600446,characterized,tubulin alpha-1A chain,genome,1,-1,triploid_desiccation
LOC105339144,22.35666139,-0.800708722,0.324511359,0.000576356,0.025044814,characterized,transcription factor HES-2-like,genome,1,-1,triploid_desiccation
LOC105345062,430.7078844,-0.796822304,0.185974421,1.09E-06,0.000193788,characterized,nucleolar protein 56,genome,1,-1,triploid_desiccation
LOC105332962,57.45807396,-0.793391601,0.167440238,1.33E-07,3.42E-05,characterized,mucin-2-like isoform X2,genome,1,-1,triploid_desiccation
LOC105328827,50.0210825,-0.791888201,0.338875504,0.000799098,0.031062234,characterized,tetraspanin-18 isoform X4,genome,1,-1,triploid_desiccation
LOC105334943,192.3013296,-0.790010304,0.203174743,5.53E-06,0.000731165,characterized,complement C1q-like protein 4,genome,1,-1,triploid_desiccation
LOC105340239,76.69748758,-0.78329171,0.264340042,0.000150624,0.009584773,characterized,A disintegrin and metalloproteinase with thrombospondin motifs gon-1,genome,1,-1,triploid_desiccation
LOC117681732,21.9025546,-0.778896441,0.362809938,0.0012224,0.040613977,characterized,solute carrier family 49 member 4-like,genome,1,-1,triploid_desiccation
LOC105321746,289.0643763,-0.77755906,0.355294576,0.001116697,0.038605239,characterized,SET domain-containing protein 4 isoform X2,genome,1,-1,triploid_desiccation
LOC105347762,51.04433046,-0.768113656,0.333042831,0.000887499,0.033387041,characterized,kelch-like protein 10,genome,1,-1,triploid_desiccation
LOC105335325,36.28858326,-0.767470627,0.235863998,6.27E-05,0.004988288,characterized,DNA-directed RNA polymerase II subunit GRINL1A,genome,1,-1,triploid_desiccation
LOC105331867,103.7987382,-0.766259013,0.288129404,0.000363035,0.018130832,characterized,putative ammonium transporter 1,genome,1,-1,triploid_desiccation
LOC105321121,131.5047851,-0.764899701,0.133444503,6.48E-10,3.29E-07,characterized,calcium-binding protein P,genome,1,-1,triploid_desiccation
LOC105331697,67.95979424,-0.76165696,0.177375554,1.09E-06,0.000193788,characterized,pre-rRNA-processing protein TSR1 homolog isoform X3,genome,1,-1,triploid_desiccation
LOC105330505,87.81421453,-0.756623527,0.153378238,5.24E-08,1.59E-05,characterized,serine palmitoyltransferase 2 isoform X1,genome,1,-1,triploid_desiccation
LOC105326801,1149.612775,-0.7552664,0.156802238,9.14E-08,2.52E-05,characterized,mucin-19,genome,1,-1,triploid_desiccation
LOC105331410,63.38622564,-0.750997865,0.295265287,0.000501813,0.023088299,characterized,ribosome biogenesis protein BRX1 homolog,genome,1,-1,triploid_desiccation
LOC105336080,243.2323288,-0.75046518,0.225604604,4.65E-05,0.00389614,characterized,ryncolin-1,genome,1,-1,triploid_desiccation
LOC105330710,2249.67044,-0.748335373,0.24431958,0.000112461,0.007732785,characterized,latent-transforming growth factor beta-binding protein 1 isoform X1,genome,1,-1,triploid_desiccation
LOC105325626,33.46466201,-0.744608269,0.328281144,0.000994879,0.035846198,characterized,methyltransferase-like protein 27 isoform X2,genome,1,-1,triploid_desiccation
LOC105330912,82.76532963,-0.741467857,0.165195871,4.62E-07,9.32E-05,characterized,tetraspanin-18,genome,1,-1,triploid_desiccation
LOC105330676,15.05974268,-0.734403864,0.239771913,0.000128548,0.008618206,characterized,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2,genome,1,-1,triploid_desiccation
LOCNA.24,237.2239089,-0.726470953,0.192363121,9.35E-06,0.001103621,characterized,NA,NA,1,-1,triploid_desiccation
LOC105347667,87.92487706,-0.724138508,0.203136729,2.20E-05,0.002192961,characterized,dnaJ homolog subfamily B member 13,genome,1,-1,triploid_desiccation
LOC105344255,25.31128414,-0.720340985,0.227760727,8.82E-05,0.006415136,characterized,TRMT1-like protein,genome,1,-1,triploid_desiccation
LOC105321082,15.06057625,-0.710638326,0.254533574,0.000277169,0.015037596,characterized,delta(35)-Delta(24)-dienoyl-CoA isomerase mitochondrial-like,genome,1,-1,triploid_desiccation
LOC105332286,31.17374654,-0.708482646,0.173418103,2.90E-06,0.000432027,characterized,peptide methionine sulfoxide reductase-like,genome,1,-1,triploid_desiccation
LOC105337897,159.9122965,-0.706217812,0.312408149,0.00103771,0.036893718,characterized,VWFA and cache domain-containing protein 1,genome,1,-1,triploid_desiccation
LOC105336922,37.32535233,-0.705804153,0.199706137,2.37E-05,0.00232364,characterized,protein CROWDED NUCLEI 3,genome,1,-1,triploid_desiccation
LOC105338951,16.10299482,-0.704744355,0.307441311,0.001034288,0.036841864,characterized,alkyldihydroxyacetonephosphate synthase peroxisomal,genome,1,-1,triploid_desiccation
LOC105332988,122.0532156,-0.702380377,0.332630357,0.001460469,0.044915567,characterized,GTPase IMAP family member 4,genome,1,-1,triploid_desiccation
LOC117691671,15.81319845,-0.693317523,0.295403324,0.000905911,0.033674759,characterized,C-type lectin mannose-binding isoform-like,genome,1,-1,triploid_desiccation
LOC105339122,21.91874389,-0.690697416,0.244927822,0.000262368,0.014571539,characterized,CD82 antigen,genome,1,-1,triploid_desiccation
LOC117681552,42.97588643,-0.689726375,0.201709671,3.77E-05,0.00340511,characterized,low-density lipoprotein receptor-related protein 4-like isoform X4,genome,1,-1,triploid_desiccation
LOC105340328,106.1804004,-0.688049141,0.252512314,0.000332876,0.016888511,characterized,LITAF domain-containing protein,genome,1,-1,triploid_desiccation
LOC105320994,143.8232027,-0.686886494,0.239533162,0.000219768,0.012732987,characterized,mesotocin receptor isoform X1,genome,1,-1,triploid_desiccation
LOC105339399,484.5723505,-0.67877793,0.158568687,1.23E-06,0.000216343,characterized,myosin-11 isoform X1,genome,1,-1,triploid_desiccation
LOC105339136,769.4883216,-0.668709401,0.163438515,2.81E-06,0.000421423,characterized,transcriptional regulator ATRX isoform X1,genome,1,-1,triploid_desiccation
LOC105329098,47.95337165,-0.658655619,0.207677137,9.31E-05,0.006747899,characterized,paramyosin isoform X3,genome,1,-1,triploid_desiccation
LOC105323847,26.07291801,-0.650745676,0.264897224,0.000750143,0.02983409,characterized,transducin beta-like protein 3,genome,1,-1,triploid_desiccation
LOC105342711,195.2527676,-0.644569178,0.190799136,4.60E-05,0.003869652,characterized,eukaryotic translation initiation factor 1A X-chromosomal,genome,1,-1,triploid_desiccation
LOC105328301,86.37829027,-0.640190894,0.256077916,0.000647972,0.026792353,characterized,transient receptor potential cation channel subfamily V member 5,genome,1,-1,triploid_desiccation
LOC105318652,116.6475687,-0.639028002,0.161618021,5.40E-06,0.00071896,characterized,claspin isoform X2,genome,1,-1,triploid_desiccation
LOC105329546,22.10241825,-0.634853779,0.30113613,0.001710724,0.049254169,characterized,protein arginine N-methyltransferase 1,genome,1,-1,triploid_desiccation
LOC105331210,456.714313,-0.633038981,0.165750875,8.95E-06,0.001069945,characterized,MAM and LDL-receptor class A domain-containing protein 2 isoform X10,genome,1,-1,triploid_desiccation
LOC105347802,140.8840106,-0.631544948,0.125805803,3.93E-08,1.32E-05,characterized,multidrug resistance-associated protein 1 isoform X1,genome,1,-1,triploid_desiccation
LOC105327361,80.46103412,-0.628202092,0.172931569,1.86E-05,0.001935906,characterized,protein arginine N-methyltransferase 1,genome,1,-1,triploid_desiccation
LOC117690312,384.688923,-0.627997367,0.15364286,3.04E-06,0.000448722,characterized,ATP-dependent RNA helicase DDX3Y-like,genome,1,-1,triploid_desiccation
LOC105339476,139.0942979,-0.623906488,0.156805539,4.81E-06,0.000663637,characterized,influenza virus NS1A-binding protein homolog A isoform X1,genome,1,-1,triploid_desiccation
LOC105320178,39.82709978,-0.620522663,0.180872362,4.04E-05,0.003549728,characterized,F-box only protein 21,genome,1,-1,triploid_desiccation
LOC105340985,60.53090049,-0.617620427,0.244548609,0.000644711,0.026792353,characterized,cholesterol 7-desaturase,genome,1,-1,triploid_desiccation
LOC105322860,53.92723552,-0.616047614,0.273332209,0.001254692,0.041033237,characterized,protein l(2)37Cc,genome,1,-1,triploid_desiccation
LOC105323555,248.6576469,-0.613353853,0.161232431,1.02E-05,0.001169083,characterized,tubulin polymerization-promoting protein family member 3,genome,1,-1,triploid_desiccation
LOC105330821,414.0136397,-0.611403317,0.257062672,0.000931043,0.034202631,characterized,transient receptor potential cation channel subfamily M member-like 2 isoform X2,genome,1,-1,triploid_desiccation
LOC117689997,50.42304491,-0.607290055,0.182124755,5.64E-05,0.004542493,characterized,puromycin-sensitive aminopeptidase-like,genome,1,-1,triploid_desiccation
LOC105342152,20.69015253,-0.603170865,0.223959108,0.000431171,0.020741757,characterized,UPF0686 protein C11orf1,genome,1,-1,triploid_desiccation
LOC105341443,3564.384197,-0.598567169,0.15405995,7.32E-06,0.000928257,characterized,CCHC-type zinc finger protein CG3800-like,genome,1,-1,triploid_desiccation
LOC105330024,145.7819358,-0.595369322,0.226098663,0.000508373,0.023287237,characterized,coiled-coil domain-containing protein 151,genome,1,-1,triploid_desiccation
LOC105347458,187.32074,-0.593352322,0.137707539,1.25E-06,0.000216851,characterized,serine/threonine-protein kinase ICK,genome,1,-1,triploid_desiccation
LOC105337334,37.2412339,-0.584491627,0.271237351,0.001629386,0.048480259,characterized,mRNA turnover protein 4 homolog,genome,1,-1,triploid_desiccation
LOC105331961,99.30886893,-0.580411512,0.266418174,0.001564511,0.047141264,characterized,transient receptor potential cation channel subfamily M member 2 isoform X1,genome,1,-1,triploid_desiccation
LOC105345192,4454.159544,-0.578903697,0.252137924,0.001369555,0.04320889,characterized,cartilage matrix protein,genome,1,-1,triploid_desiccation
LOC105329705,205.342627,-0.578331955,0.139742194,2.68E-06,0.000405548,characterized,mitochondrial import receptor subunit TOM70,genome,1,-1,triploid_desiccation
LOC105335417,495.76329,-0.567738029,0.190489438,0.000191722,0.011647274,characterized,acyl-CoA desaturase isoform X1,genome,1,-1,triploid_desiccation
LOC105330983,52.57385096,-0.566834453,0.174981699,8.58E-05,0.006358706,characterized,delta-aminolevulinic acid dehydratase,genome,1,-1,triploid_desiccation
LOC105319604,30.77861112,-0.563780242,0.260129166,0.001634975,0.0485447,characterized,neprilysin isoform X1,genome,1,-1,triploid_desiccation
LOC105344277,47.06640728,-0.563544445,0.124859918,5.27E-07,0.000103113,characterized,ubiquitin carboxyl-terminal hydrolase isozyme L5,genome,1,-1,triploid_desiccation
LOC105348278,49.67386681,-0.560600728,0.24241041,0.001226247,0.040669789,characterized,SIN3-HDAC complex-associated factor,genome,1,-1,triploid_desiccation
LOC105332762,105.7287787,-0.560583552,0.24914534,0.001398451,0.043899207,characterized,uridine-cytidine kinase 2 isoform X2,genome,1,-1,triploid_desiccation
LOC105321190,40.21308642,-0.553961335,0.256513605,0.001764132,0.049873926,characterized,extensin,genome,1,-1,triploid_desiccation
LOC105318528,182.1775448,-0.553320242,0.12145187,4.26E-07,8.88E-05,characterized,proteasome subunit alpha type-6,genome,1,-1,triploid_desiccation
LOC105346481,297.0139744,-0.549424795,0.140381171,7.50E-06,0.000932284,characterized,protein kreg-1,genome,1,-1,triploid_desiccation
LOC105318606,56.00652435,-0.54784374,0.183355905,0.000203843,0.012096973,characterized,WD repeat-containing protein 86 isoform X2,genome,1,-1,triploid_desiccation
LOC105330231,167.1959977,-0.547810145,0.194790713,0.000338143,0.017109476,characterized,kinesin-like protein KIF28P isoform X1,genome,1,-1,triploid_desiccation
LOC105332046,67.36180166,-0.546249974,0.151058607,2.29E-05,0.002266769,characterized,peptidyl-tRNA hydrolase 2 mitochondrial,genome,1,-1,triploid_desiccation
LOC105332140,151.5311968,-0.542595388,0.182216455,0.000207922,0.012235478,characterized,nucleolar protein 58,genome,1,-1,triploid_desiccation
LOC105330868,118.0024738,-0.541936783,0.179424433,0.000182887,0.011219444,characterized,pyruvate kinase PKM,genome,1,-1,triploid_desiccation
LOC105346646,207.3192331,-0.538592636,0.229716897,0.00116652,0.039526924,characterized,methyltransferase-like protein 27 isoform X2,genome,1,-1,triploid_desiccation
LOC105345307,91.42583328,-0.538051003,0.170897065,0.000123482,0.008379048,characterized,kinesin-like protein KIF28P isoform X1,genome,1,-1,triploid_desiccation
LOC105337234,30.67194586,-0.536660078,0.213966698,0.000818208,0.031274856,characterized,F-box/WD repeat-containing protein 5 isoform X1,genome,1,-1,triploid_desiccation
LOC105328708,151.3949874,-0.533841529,0.182100901,0.000245927,0.013780716,characterized,phospholipid scramblase 2,genome,1,-1,triploid_desiccation
LOC105321187,664.9138139,-0.533123503,0.138550016,9.72E-06,0.001140762,characterized,sodium channel protein 1 brain isoform X10,genome,1,-1,triploid_desiccation
LOC105349151,85.99924718,-0.528468496,0.202032307,0.000622111,0.026361762,characterized,tctex1 domain-containing protein 1,genome,1,-1,triploid_desiccation
LOC105339468,142.1658049,-0.526087405,0.181272385,0.00027346,0.014922642,characterized,intraflagellar transport protein 46 homolog isoform X6,genome,1,-1,triploid_desiccation
LOC105346660,19.23323344,-0.522269129,0.223292503,0.001281525,0.04140584,characterized,inactive C-alpha-formylglycine-generating enzyme 2,genome,1,-1,triploid_desiccation
LOC105347055,96.7841932,-0.521217332,0.183162664,0.000332497,0.016888511,characterized,dnaJ homolog subfamily B member 14,genome,1,-1,triploid_desiccation
LOC105342978,875.8617314,-0.520408505,0.134554255,8.89E-06,0.001069945,characterized,protein PLANT CADMIUM RESISTANCE 3 isoform X3,genome,1,-1,triploid_desiccation
LOC105333151,47.46146587,-0.520256269,0.181239974,0.000305402,0.016058826,characterized,14-alpha-glucan-branching enzyme,genome,1,-1,triploid_desiccation
LOC105337097,43.27089885,-0.520086885,0.202548155,0.000735183,0.029363512,characterized,phosducin-like protein 3,genome,1,-1,triploid_desiccation
LOC105327748,370.2352273,-0.51683814,0.078330921,4.01E-12,3.14E-09,characterized,B-box type zinc finger protein ncl-1 isoform X2,genome,1,-1,triploid_desiccation
LOC105347147,62.33142529,-0.511007737,0.173255412,0.000244189,0.013724283,characterized,glyoxalase 3,genome,1,-1,triploid_desiccation
LOC105343143,245.4318322,-0.51071678,0.127393273,5.28E-06,0.000708194,characterized,b(0+)-type amino acid transporter 1 isoform X2,genome,1,-1,triploid_desiccation
LOC105337382,150.6087392,-0.509015144,0.229524213,0.001708211,0.049254169,characterized,radical S-adenosyl methionine domain-containing protein 2,genome,1,-1,triploid_desiccation
LOC105348951,440.5241786,-0.507760098,0.082069664,5.96E-11,3.50E-08,characterized,protein mono-ADP-ribosyltransferase PARP12,genome,1,-1,triploid_desiccation
LOC105348079,83.80118327,-0.500599192,0.196342159,0.000794033,0.030988734,characterized,nucleolar protein 14,genome,1,-1,triploid_desiccation
LOC105342120,85.85820093,-0.497716455,0.205742521,0.001097578,0.038296889,characterized,glutathione S-transferase omega-1,genome,1,-1,triploid_desiccation
LOC105347499,200.4590196,-0.490265639,0.191105532,0.000778592,0.03070531,characterized,cyclin-dependent kinase 12 isoform X2,genome,1,-1,triploid_desiccation
LOC105320841,51.7016714,-0.48854256,0.214663602,0.001579835,0.04745065,characterized,egl nine homolog 3,genome,1,-1,triploid_desiccation
LOC105333154,227.7367238,-0.488232679,0.205058336,0.001232485,0.040732775,characterized,S-adenosylmethionine synthase isoform X1,genome,1,-1,triploid_desiccation
LOC105318516,64.66165014,-0.484335274,0.214137888,0.001679006,0.048985216,characterized,PITH domain-containing protein GA19395,genome,1,-1,triploid_desiccation
LOC105347463,41.82133698,-0.484053078,0.215329239,0.001745582,0.049648584,characterized,E3 ubiquitin-protein ligase rnf146,genome,1,-1,triploid_desiccation
LOC105342127,125.5919931,-0.483708122,0.21697822,0.001786195,0.049982245,characterized,B-cell receptor-associated protein 31,genome,1,-1,triploid_desiccation
LOC105348652,141.4812747,-0.479300392,0.186175287,0.000791773,0.030964907,characterized,hydroxyacyl-coenzyme A dehydrogenase mitochondrial,genome,1,-1,triploid_desiccation
LOC105346022,60.23856248,-0.478807602,0.152070044,0.000145593,0.009296167,characterized,calbindin-32 isoform X1,genome,1,-1,triploid_desiccation
LOC105334903,162.9058458,-0.477855828,0.186493527,0.000814822,0.031226657,characterized,C-C chemokine receptor type 6,genome,1,-1,triploid_desiccation
LOC105320623,61.727939,-0.477727792,0.196145709,0.001106438,0.038391951,characterized,hydroxysteroid dehydrogenase-like protein 2 isoform X1,genome,1,-1,triploid_desiccation
LOC105338586,209.0312931,-0.47455426,0.174653828,0.000539132,0.023869289,characterized,probable phospholipid-transporting ATPase VD isoform X2,genome,1,-1,triploid_desiccation
LOC105320561,38.62529998,-0.472666006,0.174991015,0.000590991,0.025524112,characterized,transmembrane protein 145,genome,1,-1,triploid_desiccation
